ts,hpa,replicas_atuais,replicas_desejadas,alvo_cpu
2026-09-19T15:17:17+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:17+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:17+00:00,history-service,2,10,cpu:
2026-09-19T15:17:17+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:17+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:17+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:17+00:00,result-service,2,10,cpu:
2026-09-19T15:17:17+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:22+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:22+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:22+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:22+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:22+00:00,history-service,2,10,cpu:
2026-09-19T15:17:22+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:22+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:22+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:22+00:00,result-service,2,10,cpu:
2026-09-19T15:17:22+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:28+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:28+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:28+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:28+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:28+00:00,history-service,2,10,cpu:
2026-09-19T15:17:28+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:28+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:28+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:28+00:00,result-service,2,10,cpu:
2026-09-19T15:17:28+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:36+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:36+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:36+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:36+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:36+00:00,history-service,2,10,cpu:
2026-09-19T15:17:36+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:36+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:36+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:36+00:00,result-service,2,10,cpu:
2026-09-19T15:17:36+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:42+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:42+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:42+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:42+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:42+00:00,history-service,2,10,cpu:
2026-09-19T15:17:42+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:42+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:42+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:42+00:00,result-service,2,10,cpu:
2026-09-19T15:17:42+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:47+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:47+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:47+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:47+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:47+00:00,history-service,2,10,cpu:
2026-09-19T15:17:47+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:47+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:47+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:47+00:00,result-service,2,10,cpu:
2026-09-19T15:17:47+00:00,triage-service,2,10,cpu:
2026-09-19T15:17:55+00:00,audit-service,2,10,cpu:
2026-09-19T15:17:55+00:00,auth-service,2,10,cpu:
2026-09-19T15:17:55+00:00,consent-service,2,10,cpu:
2026-09-19T15:17:55+00:00,exam-service,2,10,cpu:
2026-09-19T15:17:55+00:00,history-service,2,10,cpu:
2026-09-19T15:17:55+00:00,lab-service,2,10,cpu:
2026-09-19T15:17:55+00:00,notification-service,2,10,cpu:
2026-09-19T15:17:55+00:00,patient-service,2,10,cpu:
2026-09-19T15:17:55+00:00,result-service,2,10,cpu:
2026-09-19T15:17:55+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:01+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:01+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:01+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:01+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:01+00:00,history-service,2,10,cpu:
2026-09-19T15:18:01+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:01+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:01+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:01+00:00,result-service,2,10,cpu:
2026-09-19T15:18:01+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:06+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:06+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:06+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:06+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:06+00:00,history-service,2,10,cpu:
2026-09-19T15:18:06+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:06+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:06+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:06+00:00,result-service,2,10,cpu:
2026-09-19T15:18:06+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:15+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:15+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:15+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:15+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:15+00:00,history-service,2,10,cpu:
2026-09-19T15:18:15+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:15+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:15+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:15+00:00,result-service,2,10,cpu:
2026-09-19T15:18:15+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:20+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:20+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:20+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:20+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:20+00:00,history-service,2,10,cpu:
2026-09-19T15:18:20+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:20+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:20+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:20+00:00,result-service,2,10,cpu:
2026-09-19T15:18:20+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:26+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:26+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:26+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:26+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:26+00:00,history-service,2,10,cpu:
2026-09-19T15:18:26+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:26+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:26+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:26+00:00,result-service,2,10,cpu:
2026-09-19T15:18:26+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:35+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:35+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:35+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:35+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:35+00:00,history-service,2,10,cpu:
2026-09-19T15:18:35+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:35+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:35+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:35+00:00,result-service,2,10,cpu:
2026-09-19T15:18:35+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:40+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:40+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:40+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:40+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:40+00:00,history-service,2,10,cpu:
2026-09-19T15:18:40+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:40+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:40+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:40+00:00,result-service,2,10,cpu:
2026-09-19T15:18:40+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:46+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:46+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:46+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:46+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:46+00:00,history-service,2,10,cpu:
2026-09-19T15:18:46+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:46+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:46+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:46+00:00,result-service,2,10,cpu:
2026-09-19T15:18:46+00:00,triage-service,2,10,cpu:
2026-09-19T15:18:54+00:00,audit-service,2,10,cpu:
2026-09-19T15:18:54+00:00,auth-service,2,10,cpu:
2026-09-19T15:18:54+00:00,consent-service,2,10,cpu:
2026-09-19T15:18:54+00:00,exam-service,2,10,cpu:
2026-09-19T15:18:54+00:00,history-service,2,10,cpu:
2026-09-19T15:18:54+00:00,lab-service,2,10,cpu:
2026-09-19T15:18:54+00:00,notification-service,2,10,cpu:
2026-09-19T15:18:54+00:00,patient-service,2,10,cpu:
2026-09-19T15:18:54+00:00,result-service,2,10,cpu:
2026-09-19T15:18:54+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:00+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:00+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:00+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:00+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:00+00:00,history-service,2,10,cpu:
2026-09-19T15:19:00+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:00+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:00+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:00+00:00,result-service,2,10,cpu:
2026-09-19T15:19:00+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:05+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:05+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:05+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:05+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:05+00:00,history-service,2,10,cpu:
2026-09-19T15:19:05+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:05+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:05+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:05+00:00,result-service,2,10,cpu:
2026-09-19T15:19:05+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:13+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:13+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:13+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:13+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:13+00:00,history-service,2,10,cpu:
2026-09-19T15:19:13+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:13+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:13+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:13+00:00,result-service,2,10,cpu:
2026-09-19T15:19:13+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:19+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:19+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:19+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:19+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:19+00:00,history-service,2,10,cpu:
2026-09-19T15:19:19+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:19+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:19+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:19+00:00,result-service,2,10,cpu:
2026-09-19T15:19:19+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:25+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:25+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:25+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:25+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:25+00:00,history-service,3,10,cpu:
2026-09-19T15:19:25+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:25+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:25+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:25+00:00,result-service,2,10,cpu:
2026-09-19T15:19:25+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:33+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:33+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:33+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:33+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:33+00:00,history-service,3,10,cpu:
2026-09-19T15:19:33+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:33+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:33+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:33+00:00,result-service,2,10,cpu:
2026-09-19T15:19:33+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:39+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:39+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:39+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:39+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:39+00:00,history-service,3,10,cpu:
2026-09-19T15:19:39+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:39+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:39+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:39+00:00,result-service,2,10,cpu:
2026-09-19T15:19:39+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:45+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:45+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:45+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:45+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:45+00:00,history-service,3,10,cpu:
2026-09-19T15:19:45+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:45+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:45+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:45+00:00,result-service,2,10,cpu:
2026-09-19T15:19:45+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:53+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:53+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:53+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:53+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:53+00:00,history-service,3,10,cpu:
2026-09-19T15:19:53+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:53+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:53+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:53+00:00,result-service,2,10,cpu:
2026-09-19T15:19:53+00:00,triage-service,2,10,cpu:
2026-09-19T15:19:59+00:00,audit-service,2,10,cpu:
2026-09-19T15:19:59+00:00,auth-service,2,10,cpu:
2026-09-19T15:19:59+00:00,consent-service,2,10,cpu:
2026-09-19T15:19:59+00:00,exam-service,2,10,cpu:
2026-09-19T15:19:59+00:00,history-service,3,10,cpu:
2026-09-19T15:19:59+00:00,lab-service,2,10,cpu:
2026-09-19T15:19:59+00:00,notification-service,2,10,cpu:
2026-09-19T15:19:59+00:00,patient-service,2,10,cpu:
2026-09-19T15:19:59+00:00,result-service,2,10,cpu:
2026-09-19T15:19:59+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:05+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:05+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:05+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:05+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:05+00:00,history-service,3,10,cpu:
2026-09-19T15:20:05+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:05+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:05+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:05+00:00,result-service,2,10,cpu:
2026-09-19T15:20:05+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:13+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:13+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:13+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:13+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:13+00:00,history-service,3,10,cpu:
2026-09-19T15:20:13+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:13+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:13+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:13+00:00,result-service,2,10,cpu:
2026-09-19T15:20:13+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:19+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:19+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:19+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:19+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:19+00:00,history-service,3,10,cpu:
2026-09-19T15:20:19+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:19+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:19+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:19+00:00,result-service,2,10,cpu:
2026-09-19T15:20:19+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:25+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:25+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:25+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:25+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:25+00:00,history-service,3,10,cpu:
2026-09-19T15:20:25+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:25+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:25+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:25+00:00,result-service,2,10,cpu:
2026-09-19T15:20:25+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:33+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:33+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:33+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:33+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:33+00:00,history-service,3,10,cpu:
2026-09-19T15:20:33+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:33+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:33+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:33+00:00,result-service,2,10,cpu:
2026-09-19T15:20:33+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:39+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:39+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:39+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:39+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:39+00:00,history-service,3,10,cpu:
2026-09-19T15:20:39+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:39+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:39+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:39+00:00,result-service,2,10,cpu:
2026-09-19T15:20:39+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:45+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:45+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:45+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:45+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:45+00:00,history-service,3,10,cpu:
2026-09-19T15:20:45+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:45+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:45+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:45+00:00,result-service,2,10,cpu:
2026-09-19T15:20:45+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:53+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:53+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:53+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:53+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:53+00:00,history-service,3,10,cpu:
2026-09-19T15:20:53+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:53+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:53+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:53+00:00,result-service,2,10,cpu:
2026-09-19T15:20:53+00:00,triage-service,2,10,cpu:
2026-09-19T15:20:59+00:00,audit-service,2,10,cpu:
2026-09-19T15:20:59+00:00,auth-service,2,10,cpu:
2026-09-19T15:20:59+00:00,consent-service,2,10,cpu:
2026-09-19T15:20:59+00:00,exam-service,2,10,cpu:
2026-09-19T15:20:59+00:00,history-service,3,10,cpu:
2026-09-19T15:20:59+00:00,lab-service,2,10,cpu:
2026-09-19T15:20:59+00:00,notification-service,2,10,cpu:
2026-09-19T15:20:59+00:00,patient-service,2,10,cpu:
2026-09-19T15:20:59+00:00,result-service,2,10,cpu:
2026-09-19T15:20:59+00:00,triage-service,2,10,cpu:
2026-09-19T15:21:05+00:00,audit-service,2,10,cpu:
2026-09-19T15:21:05+00:00,auth-service,2,10,cpu:
